camera_name,X,Y,Z,col_sample,row_sample
NVR2_N910A6_ch5_main,-17.69976734,45.04341113,-8.086298943,604.4449839095985,1194.5837603537493
NVR2_N910A6_ch5_main,-17.38559253,44.03162646484018,-8.096349716,640.7799908340405,1682.633822389241
NVR2_N910A6_ch5_main,-17.08145923,43.05476367186736,-8.101804733,710.772146581139,2098.929125523393
NVR2_N910A6_ch5_main,-16.77974536,42.07208544921267,-8.095900536,802.2346519073665,2454.948602870615
NVR2_N910A6_ch5_main,-18.39848071,47.365576660149976,-8.093225479,705.0165516559755,115.22584608083753
NVR2_N910A6_ch5_main,-11.15270069,48.12692431640398,-8.113120079,3846.8044133195285,790.9836316025217
NVR2_N910A6_ch5_main,-10.80368823,46.71259570312303,-8.117119789,3813.808393126003,1419.3188693039717
NVR2_N910A6_ch5_main,-10.52872119,45.64304980468714,-8.119587898,3730.025404045199,1885.7558495854457
NVR2_N910A6_ch5_main,-10.29177783,44.72638232421602,-8.119229317,3637.1210878326274,2237.195875394174
NVR2_N910A6_ch5_main,-11.42698169,49.2404521484312,-8.110471725,3824.1817307833685,319.8416797695973
