camera_name,X,Y,Z,col_sample,row_sample
NVR2_N910A6_ch1_main,-10.46955493,32.98851855467806,-8.073911667,2626.2704979177465,1083.0271814499542
NVR2_N910A6_ch1_main,-7.656692382,34.20017871093228,-8.096673012,3869.154795082254,889.4581498459368
NVR2_N910A6_ch1_main,-7.875808593,35.04205859373989,-8.100876808,3810.761484660379,526.7158402537491
NVR2_N910A6_ch1_main,-8.130898926,36.08133837889727,-8.101833344,3717.8226601620386,137.6002453639515
NVR2_N910A6_ch1_main,-7.246279786,32.12403125,-8.087629318,3846.4052533920753,1833.1105558171419
NVR2_N910A6_ch1_main,-7.143401369,31.121887695305173,-8.091644287,3744.048224671258,2251.8326266133595
NVR2_N910A6_ch1_main,-13.80211963,32.478347656243905,-8.085861206,914.9728836106062,932.8911641831019
NVR2_N910A6_ch1_main,-13.20324023,30.517063476553552,-8.094074249,959.080702625896,1952.0646269394633
NVR2_N910A6_ch1_main,-12.91080615,29.60322070311661,-8.094323158,1031.2420825478566,2379.1114550656425
NVR2_N910A6_ch1_main,-15.07624927,31.652634765622,-7.774835587,343.77114656306196,1161.2654626999542
NVR2_N910A6_ch1_main,-14.60095508,29.88846484374428,-7.786329269,391.26925442946816,1989.0567224655792
NVR2_N910A6_ch1_main,-10.56348682,31.75652636718157,-8.072740555,2403.555380149443,1728.712255091919
