camera_name,X,Y,Z,col_sample,row_sample
NVR2_N910A6_ch7_main,-13.21869922,56.37092822264984,-8.106500626,4330.343191424225,614.0360148147986
NVR2_N910A6_ch7_main,-12.9441814,55.32550342,-8.109552383,4374.9084004853885,1049.6094551559818
NVR2_N910A6_ch7_main,-12.5613457,53.79519335936974,-8.11013031,4344.382892765743,1695.9261975204904
NVR2_N910A6_ch7_main,-12.34736011,52.92081591796291,-8.112112999,4279.761702210607,2043.6780285751781
NVR2_N910A6_ch7_main,-12.0618584,51.80826220702026,-8.118091583,4165.244765876713,2437.515459998597
NVR2_N910A6_ch7_main,-20.89168323,53.64468554687079,-8.085660934,864.6404267897349,778.4035835739505
NVR2_N910A6_ch7_main,-21.68921313,55.203326904292624,-8.091508865,867.306533483986,106.22215646440605
NVR2_N910A6_ch7_main,-22.77536853,53.02439257811548,-7.77536869,284.79795553126513,881.9255863266292
NVR2_N910A6_ch7_main,-19.75010364,51.48920214843089,-8.089980125,1065.9715124159627,1915.3931014175887
NVR2_N910A6_ch7_main,-19.438875,50.71577929687312,-8.097486496,1150.554812970311,2281.048377192627
NVR2_N910A6_ch7_main,-21.64294666,51.576406738281165,-7.777242661,420.42269639113135,1581.911777737901
