camera_name,X,Y,Z,col_sample,row_sample
NVR1_N910A6_ch8_main,-6.883784668,29.95039355,-8.093233109,3198.8352851795717,808.5048860428124
NVR1_N910A6_ch8_main,-6.478472168,28.42578417966553,-8.095108986,3202.2792397954195,1456.7878634445967
NVR1_N910A6_ch8_main,-6.211653324,27.417727539044677,-8.093819618,3160.516374211269,1846.3213408066508
NVR1_N910A6_ch8_main,-7.144158206,31.11493945311724,-8.091323853,3154.420671086269,339.7333586289162
NVR1_N910A6_ch8_main,-7.245640137,32.116511718749834,-8.087596893,3126.5700289729775,22.781229020008993
NVR1_N910A6_ch8_main,-11.76702075,26.018503906238124,-8.089080811,866.596683108562,1930.6626527078702
NVR1_N910A6_ch8_main,-12.16638477,27.23319140624917,-8.090223312,769.0433433554687,1415.0882333390164
NVR1_N910A6_ch8_main,-12.55075732,28.427639648426496,-8.089878082,727.6329429554687,853.6086191280788
NVR1_N910A6_ch8_main,-12.91361255,29.59122363279871,-8.094181061,751.780588664285,352.4206914139606
NVR1_N910A6_ch8_main,-13.20685351,30.510154296872283,-8.09427166,802.5104234678545,12.961049532302411
NVR1_N910A6_ch8_main,-14.59541309,29.884597656236775,-7.786682129,333.2171261330253,192.5149247397933
NVR1_N910A6_ch8_main,-14.38775196,29.09034472655969,-7.781426907,275.218562950194,480.1816622727218
NVR1_N910A6_ch8_main,-14.2968291,29.04736621091552,-7.779257298,285.9110669907078,501.82852706457487
NVR1_N910A6_ch8_main,-14.43569263,29.00272753904781,-7.782867432,254.11088525554987,507.9678247605011
NVR1_N910A6_ch8_main,-14.04611133,28.19904589842354,-7.789309025,259.0715779832009,832.3634400162487
NVR1_N910A6_ch8_main,-14.02436206,28.096995117177745,-7.791349411,256.37474044659336,861.6690898728332
NVR1_N910A6_ch8_main,-14.24686572,28.147185546863728,-7.784977436,217.6398896379559,839.2776998276331
NVR1_N910A6_ch8_main,-14.21842578,28.04680957029393,-7.786427498,215.27771465016292,867.6876905597751
NVR1_N910A6_ch8_main,-13.90062183,27.322742187483332,-7.782299042,237.2630562669466,1187.9891105606687
NVR1_N910A6_ch8_main,-13.81855029,27.27965624999293,-7.781659126,252.2411349107112,1214.7681482468292
NVR1_N910A6_ch8_main,-13.95601978,27.23862109373182,-7.781216621,220.26234947072646,1213.2460685684812
NVR1_N910A6_ch8_main,-13.56194629,26.43519824217288,-7.784092426,293.0441533066119,1561.5593611832137
NVR1_N910A6_ch8_main,-13.53271655,26.344260742168338,-7.78350544,297.0229429580912,1587.3611975122305
NVR1_N910A6_ch8_main,-13.76654956,26.38160937498898,-7.782352448,257.8132149033463,1551.2465267533025
NVR1_N910A6_ch8_main,-13.74056812,26.28093066404513,-7.783026695,258.7533470444595,1578.5391610733914
NVR1_N910A6_ch8_main,-13.42992847,25.55527148435733,-7.779955864,337.3233924098814,1873.4333920603767
NVR1_N910A6_ch8_main,-13.35022876,25.506672851545336,-7.777377605,361.0887587347799,1902.3201978393452
NVR1_N910A6_ch8_main,-13.47852466,25.467795898422345,-7.778622627,325.8769257796521,1890.1662454872674
