camera_name,X,Y,Z,col_sample,row_sample
NVR1_N910A6_ch7_main,-5.296833985,23.768201171856383,-8.085841179,3133.893209608022,2030.8671710003741
NVR1_N910A6_ch7_main,-3.937161134,24.287009765624138,-7.780937672,3526.35280925422,1900.0960238656007
NVR1_N910A6_ch7_main,-3.69472705,24.01715624998284,-7.775668621,3531.236039743245,1989.804695667512
NVR1_N910A6_ch7_main,-5.850942872,26.008225585923505,-8.095346451,3262.326523137391,1162.6543820847744
NVR1_N910A6_ch7_main,-6.204075195,27.41322070311324,-8.0940485,3244.989819593643,590.0226974717168
NVR1_N910A6_ch7_main,-6.478635742,28.42553027,-8.094567299,3191.1469861585283,224.36887081119374
NVR1_N910A6_ch7_main,-8.575394779,27.835320312488985,-8.056669235,2471.349380732977,80.10573304846389
NVR1_N910A6_ch7_main,-10.94302783,22.754304687485902,-8.085802078,877.7148908887955,1877.2484839482968
NVR1_N910A6_ch7_main,-11.37235278,24.656799804684194,-8.08882618,879.5598627972176,1045.7490384599953
NVR1_N910A6_ch7_main,-11.76354053,26.01689258,-8.089418411,926.9988895340475,429.6207881273503
