camera_name,X,Y,Z,col_sample,row_sample
NVR1_N910A6_ch3_main,-5.598885816,12.236219155072334,-8.074953079,1625.4658997682404,279.57580494883734
NVR1_N910A6_ch3_main,-5.511422347,12.257494052518826,-8.073150635,1663.7910190358807,279.44162954259116
NVR1_N910A6_ch3_main,-6.51639596,11.993208033425391,-8.116285324,1220.683620527569,310.04695173187537
NVR1_N910A6_ch3_main,-6.651057308,11.956482211460909,-8.07159996,1159.6702829909618,312.866534195268
NVR1_N910A6_ch3_main,-6.465727672,11.274655850205765,-8.07891655,1143.5035486800248,607.6164103537492
NVR1_N910A6_ch3_main,-8.471093372,12.17082818515322,-8.100007057,613.2075595347955,161.81146842298216
NVR1_N910A6_ch3_main,-8.216077845,11.092461090764562,-8.092352867,556.1389143690877,537.0208609695974
NVR1_N910A6_ch3_main,-8.0223522,10.29887907329378,-8.090532303,528.6209143690875,891.2887609695973
NVR1_N910A6_ch3_main,-8.865059156,8.671766251479786,-7.788889885,209.89612048448282,1418.267904664686
NVR1_N910A6_ch3_main,-1.90727489,11.729622423218988,-8.091905594,3107.282126393191,916.2367609695973
NVR1_N910A6_ch3_main,-2.228832347,12.7613704004877,-8.09573555,3060.4673483871647,474.12919850620483
NVR1_N910A6_ch3_main,-2.548444585,13.79854900215314,-8.096551895,2976.637585177928,70.76624524113521
NVR1_N910A6_ch3_main,-1.523489068,14.16997713740632,-7.78699398,3318.6539064815397,64.08636464235298
NVR1_N910A6_ch3_main,-1.281544369,13.269210799865135,-7.790832043,3394.7571296188607,398.9201422012936
NVR1_N910A6_ch3_main,-1.050479058,12.455395291665168,-7.781446934,3440.46317331395,730.7188515854455
NVR1_N910A6_ch3_main,-0.762744173,11.498732979995602,-7.779035568,3458.39747331395,1122.7994515854457
NVR1_N910A6_ch3_main,-0.279618799,9.729964287602566,-7.782579422,3387.42767331395,1810.8178515854459
NVR1_N910A6_ch3_main,-9.33282,10.438846131638297,-7.786476135,189.0757591063567,734.4265234329899
NVR1_N910A6_ch3_main,-9.478397139,11.470813336435976,-7.781894207,231.56212686260892,389.26391604281224
NVR1_N910A6_ch3_main,-9.669496516,12.190131974007526,-7.789740086,291.1392810487469,118.12202967743298
NVR1_N910A6_ch3_main,-9.397934208,11.41087010769128,-7.780366898,215.388366569749,410.68371357941976
NVR1_N910A6_ch3_main,-9.216892587,11.460822763159683,-7.883370876,243.94744610033104,403.50872988433093
NVR1_N910A6_ch3_main,-1.112502142,12.35615835719061,-7.779864788,3426.6293577713172,755.463904811116
