camera_name,X,Y,Z,col_sample,row_sample
NVR1_N910A6_ch5_main,-4.010082848,18.64913090889559,-8.09487915,3366.2213700882794,1100.7323234329901
NVR1_N910A6_ch5_main,-3.653040395,17.421557971048706,-8.094864845,3353.3707076248875,1615.1156328171417
NVR1_N910A6_ch5_main,-3.366967259,16.454050349726497,-8.09384346,3306.5624454150243,1970.1847529106885
NVR1_N910A6_ch5_main,-2.260159666,16.799374319540387,-7.783722401,3633.542975805013,1879.3626307615054
NVR1_N910A6_ch5_main,-2.775103385,18.563524940454865,-7.791985035,3705.1749463329334,1229.2289858963825
NVR1_N910A6_ch5_main,-3.001465421,19.37070547134868,-7.788236141,3693.312921259718,910.2524703537492
NVR1_N910A6_ch5_main,-3.127778883,19.89515492501953,-7.79340744,3678.607605570655,706.9375703537494
NVR1_N910A6_ch5_main,-3.321003377,20.81724109333243,-7.783790588,3622.0263238996695,372.7015760428123
NVR1_N910A6_ch5_main,-4.226142259,19.455071542618292,-8.091564178,3341.2734982407346,760.5498234329899
NVR1_N910A6_ch5_main,-4.437877302,20.327107784047,-8.092247963,3293.9755888565833,414.93960789035674
NVR1_N910A6_ch5_main,-9.293344181,15.672021532065862,-8.098437309,1036.306861143417,1792.47102343299
NVR1_N910A6_ch5_main,-9.650851911,17.220392932321932,-8.09664917,1003.677411143417,1159.79202343299
NVR1_N910A6_ch5_main,-9.910654517,18.265845684065063,-8.093823433,1012.547345454354,718.3152628171417
NVR1_N910A6_ch5_main,-10.11619915,19.179307375823612,-8.092378616,1046.2531736068097,361.9089578903567
NVR1_N910A6_ch5_main,-9.098208665,14.875236896684152,-8.099131584,1075.946897831293,2071.707475917381
