camera_id,calibration_date,fx,skew,cx,s,fy,cy,K_20,K_21,K_22,k1,k2,k3,k4,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,rms,n_gcps,image_width,image_height,geotransform_x_min,geotransform_y_max,geotransform_pixel_width,geotransform_pixel_height,bounds_x_min,bounds_x_max,bounds_y_min,bounds_y_max,output_width,output_height,recalibrated,recalibration_mode,gcps_skipped,gcp_pixel_coords,local_origin_x,local_origin_y,local_origin_z,model_crs
NVR2_N910A6_ch4_main,20251203,2733.035118000000,0,2226.420972000000,0,2739.518913000000,1251.397788000000,0,0,1,0.027536792,-0.658159106,1.170410694,-0.781955243,3.091839869,0.326135436,-0.159099994,-4.472214787,55.79322132,182.1054083,2.860019754,19,4512,2512,266499.412200000021,4691308.100999999791,0.0025,-0.0025,,,,,5842,4308,TRUE,pose-only,0,"[{""X"": 266507.9158, ""Y"": 4691300.331, ""Z"": 177.8649902, ""col"": 2801.7298469589014, ""row"": 2444.654751085852}, {""X"": 266511.0193, ""Y"": 4691300.633, ""Z"": 177.8374786, ""col"": 3989.3954356951735, ""row"": 2369.578393100093}, {""X"": 266510.8252, ""Y"": 4691301.448, ""Z"": 177.8378296, ""col"": 4060.1327258994897, ""row"": 2055.4091448615927}, {""X"": 266510.7703, ""Y"": 4691301.749, ""Z"": 177.8374939, ""col"": 4083.62566462193, ""row"": 1924.8502310554943}, {""X"": 266510.5213, ""Y"": 4691302.951, ""Z"": 177.8294525, ""col"": 4128.348050260711, ""row"": 1383.8682376942745}, {""X"": 266510.2273, ""Y"": 4691304.459, ""Z"": 177.8231354, ""col"": 4086.880319815831, ""row"": 703.0248570106153}, {""X"": 266510.092, ""Y"": 4691305.101, ""Z"": 177.8231049, ""col"": 4042.3913618158313, ""row"": 438.8157002045166}, {""X"": 266504.0434, ""Y"": 4691300.601, ""Z"": 177.852951, ""col"": 1007.4728554565669, ""row"": 1842.7773111391534}, {""X"": 266504.0021, ""Y"": 4691300.686, ""Z"": 177.8534088, ""col"": 996.7022651177866, ""row"": 1800.1055137779338}, {""X"": 266503.0454, ""Y"": 4691300.668, ""Z"": 178.1597595, ""col"": 610.4762163055892, ""row"": 1686.311479306472}, {""X"": 266502.7686, ""Y"": 4691301.995, ""Z"": 178.1528778, ""col"": 608.8497856443695, ""row"": 1076.469117751351}, {""X"": 266502.4122, ""Y"": 4691303.549, ""Z"": 178.1513977, ""col"": 687.0289885158313, ""row"": 401.76778731257076}, {""X"": 266503.2325, ""Y"": 4691303.597, ""Z"": 177.8426819, ""col"": 1000.2752598382708, ""row"": 426.97004408403245}, {""X"": 266503.1934, ""Y"": 4691303.768, ""Z"": 177.8445435, ""col"": 1012.7729816831499, ""row"": 356.5082052228127}, {""X"": 266510.297, ""Y"": 4691304.156, ""Z"": 177.83069, ""col"": 4107.5519648994905, ""row"": 831.1453594493955}, {""X"": 266503.7101, ""Y"": 4691301.788, ""Z"": 177.84851, ""col"": 963.9736451341273, ""row"": 1256.7767392228127}, {""X"": 266503.4457, ""Y"": 4691302.778, ""Z"": 177.83983, ""col"": 972.7208289504683, ""row"": 783.9921189840325}, {""X"": 266507.5017, ""Y"": 4691302.156, ""Z"": 177.78352, ""col"": 2824.824345762665, ""row"": 1495.8539258881758}, {""X"": 266507.0263, ""Y"": 4691304.155, ""Z"": 177.78032, ""col"": 2777.0026428729075, ""row"": 417.8384744432969}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR2_N910A6_ch5_main,20251203,2522.876547000000,0,2187.337652000000,0,2519.917404000000,1203.151450000000,0,0,1,0.008956668,-0.317070307,0.438093762,-0.233145304,-3.047256262,-0.411901356,-0.059062208,-30.8367223,38.07867923,184.7273461,3.943730195,19,4512,2512,266498.770299999975,4691311.957999999635,0.0025,-0.0025,,,,,5784,5183,TRUE,pose-only,2,"[{""X"": 266503.2329, ""Y"": 4691303.593, ""Z"": 177.8426819, ""col"": 629.190982675286, ""row"": 1757.5798059710512}, {""X"": 266503.1915, ""Y"": 4691303.766, ""Z"": 177.8445435, ""col"": 622.7180397781935, ""row"": 1681.3054049725047}, {""X"": 266502.9107, ""Y"": 4691304.82, ""Z"": 177.8460693, ""col"": 582.5660364767398, ""row"": 1198.5415149739588}, {""X"": 266502.8599, ""Y"": 4691305.083, ""Z"": 177.8492432, ""col"": 586.8713556752859, ""row"": 1063.8666989739586}, {""X"": 266502.0966, ""Y"": 4691304.876, ""Z"": 178.1587219, ""col"": 283.1317175223786, ""row"": 1078.9167089725047}, {""X"": 266502.4162, ""Y"": 4691303.551, ""Z"": 178.150528, ""col"": 321.2335483781936, ""row"": 1682.4171509725047}, {""X"": 266502.7701, ""Y"": 4691302.001, ""Z"": 178.1533051, ""col"": 448.192980409993, ""row"": 2284.1639353076293}, {""X"": 266502.4852, ""Y"": 4691306.583, ""Z"": 177.8479156, ""col"": 641.640615375286, ""row"": 362.3045109710511}, {""X"": 266502.3309, ""Y"": 4691307.173, ""Z"": 177.8474884, ""col"": 687.5418269201314, ""row"": 114.08187149137223}, {""X"": 266501.7703, ""Y"": 4691306.462, ""Z"": 178.1611786, ""col"": 366.1131929781936, ""row"": 355.6286294681436}, {""X"": 266510.229, ""Y"": 4691304.47, ""Z"": 177.8230591, ""col"": 3648.9868129811007, ""row"": 2131.2074489637826}, {""X"": 266510.0964, ""Y"": 4691305.098, ""Z"": 177.8227692, ""col"": 3710.087509975286, ""row"": 1885.8383699623287}, {""X"": 266509.9141, ""Y"": 4691305.942, ""Z"": 177.8224335, ""col"": 3777.1315069767397, ""row"": 1520.8479989666898}, {""X"": 266509.6071, ""Y"": 4691307.45, ""Z"": 177.8280029, ""col"": 3829.686557979647, ""row"": 854.169796665236}, {""X"": 266509.5801, ""Y"": 4691307.597, ""Z"": 177.8300629, ""col"": 3832.4242329781932, ""row"": 789.183853365236}, {""X"": 266509.3519, ""Y"": 4691308.734, ""Z"": 177.8308563, ""col"": 3805.91328797674, ""row"": 319.2393206710511}, {""X"": 266509.3219, ""Y"": 4691308.958, ""Z"": 177.8321991, ""col"": 3800.4004226959105, ""row"": 238.2897906010998}, {""X"": 266506.403, ""Y"": 4691305.497, ""Z"": 177.7862, ""col"": 2249.4618239680176, ""row"": 1329.9673979623285}, {""X"": 266507.026, ""Y"": 4691304.164, ""Z"": 177.78291, ""col"": 2375.0396389781936, ""row"": 2058.7695849710517}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR2_N910A6_ch6_main,20251202,2433.008291000000,0,2218.018989000000,0,2438.840771000000,1292.648983000000,0,0,1,0.218809796,-0.794599846,0.876740287,-0.370570294,3.064179673,0.3924853,-0.072532634,-17.15842963,65.86432913,179.6683073,3.072651841,13,4512,2512,266497.155399999989,4691316.310999999754,0.0025,-0.0025,,,,,6081,4856,TRUE,pose-only,4,"[{""X"": 266501.3853, ""Y"": 4691308.021, ""Z"": 178.1557617, ""col"": 594.8543792483283, ""row"": 1878.0009304329901}, {""X"": 266502.334, ""Y"": 4691307.173, ""Z"": 177.8474884, ""col"": 961.7491746765721, ""row"": 2359.525103523875}, {""X"": 266501.7253, ""Y"": 4691309.585, ""Z"": 177.8486938, ""col"": 903.7344042166321, ""row"": 1203.2441382012937}, {""X"": 266500.1554, ""Y"": 4691310.584, ""Z"": 178.1695557, ""col"": 491.894935627569, ""row"": 615.2399855220528}, {""X"": 266501.4514, ""Y"": 4691310.534, ""Z"": 177.8434448, ""col"": 932.7951229641762, ""row"": 737.9044549171417}, {""X"": 266501.259, ""Y"": 4691311.14, ""Z"": 177.8433685, ""col"": 957.127175127569, ""row"": 466.67836179035675}, {""X"": 266501.1665, ""Y"": 4691311.336, ""Z"": 177.8496094, ""col"": 961.3809081800247, ""row"": 386.46882513790104}, {""X"": 266509.3573, ""Y"": 4691308.732, ""Z"": 177.8316498, ""col"": 4033.1876416359905, ""row"": 2334.426198931947}, {""X"": 266509.0126, ""Y"": 4691310.436, ""Z"": 177.8288269, ""col"": 4156.73456660681, ""row"": 1648.9501972012936}, {""X"": 266501.7341, ""Y"": 4691311.958, ""Z"": 177.79637, ""col"": 1267.0693437513432, ""row"": 171.87273762785202}, {""X"": 266508.4525, ""Y"": 4691313.311, ""Z"": 177.83415, ""col"": 4086.9776166068095, ""row"": 464.49453812205303}, {""X"": 266508.848, ""Y"": 4691311.297, ""Z"": 177.82462, ""col"": 4171.3661762226575, ""row"": 1269.7431478171418}, {""X"": 266507.4666, ""Y"": 4691312.875, ""Z"": 177.7834, ""col"": 3818.9237979909617, ""row"": 462.0708306171417}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR2_N910A6_ch7_main,20251120,2868.122470000000,0,2293.952570000000,0,2848.333220000000,1249.534058000000,0,0,1,-0.345459401,0.631734655,-0.809642232,0.357367175,-3.112362907,-0.357310499,0.109616692,-9.898788624,59.91888429,183.7930101,2.288363137,20,4512,2512,266494.418699999980,4691319.423000000417,0.0025,-0.0025,,,,,6972,4756,FALSE,,0,,266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR2_N910A6_ch8_main,20251203,2963.259274000000,0,2233.575664000000,0,2970.993228000000,1302.538422000000,0,0,1,0.264636101,-1.872670917,2.818774872,-1.466720432,3.027703965,0.253998338,0.093152873,-31.59855493,81.73824581,174.2825239,3.246078193,12,4512,2512,266494.802700000000,4691324.211000000127,0.0025,-0.0025,,,,,6811,4827,TRUE,pose-only,4,"[{""X"": 266507.1993, ""Y"": 4691319.365, ""Z"": 177.8435669, ""col"": 3941.727695018899, ""row"": 742.149076065236}, {""X"": 266507.4979, ""Y"": 4691317.917, ""Z"": 177.8434906, ""col"": 4016.8730050188988, ""row"": 1362.9753359695974}, {""X"": 266508.8296, ""Y"": 4691318.26, ""Z"": 177.8251801, ""col"": 4287.80975858868, ""row"": 1309.3571739681436}, {""X"": 266508.0894, ""Y"": 4691321.211, ""Z"": 177.8337708, ""col"": 4058.555689213855, ""row"": 252.1563388346123}, {""X"": 266497.8027, ""Y"": 4691318.609, ""Z"": 177.8339996, ""col"": 202.10633870550538, ""row"": 468.7014371695973}, {""X"": 266498.1571, ""Y"": 4691317.844, ""Z"": 177.8370361, ""col"": 176.49058292788374, ""row"": 747.7843138666899}, {""X"": 266499.3063, ""Y"": 4691315.321, ""Z"": 177.8503876, ""col"": 285.3475095941849, ""row"": 1889.2915559695975}, {""X"": 266507.89, ""Y"": 4691315.943, ""Z"": 177.8365479, ""col"": 3974.2985150203526, ""row"": 2195.2902939695978}, {""X"": 266507.807, ""Y"": 4691316.429, ""Z"": 177.837265, ""col"": 4002.2754060218067, ""row"": 2005.5207299695976}, {""X"": 266505.6868, ""Y"": 4691318.987, ""Z"": 177.79663, ""col"": 3448.021857020353, ""row"": 708.9064476710512}, {""X"": 266498.6057, ""Y"": 4691316.86, ""Z"": 177.84079, ""col"": 175.62338587643018, ""row"": 1160.758921972505}, {""X"": 266499.3935, ""Y"": 4691315.142, ""Z"": 177.85103, ""col"": 306.22070771599147, ""row"": 1964.4074509710513}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch1_main,20251218,2325.630552,0,2269.708414,0,2328.019972,1204.404561,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,2.428942793,-1.939273311,-0.113622121,34.8388764,17.85822033,178.3524004,10.24878086,15,4512,2512,266507.3214,4691280.629,0.005,-0.005,266507.3214,266515.1986,4691270.757,4691280.629,,,TRUE,pose-only,0,"[{""X"": 266509.3213704028, ""Y"": 4691278.629098289, ""Z"": 177.85385131835938, ""col"": 208.6783384014483, ""row"": 1965.1696747938304}, {""X"": 266509.3506805927, ""Y"": 4691278.480064895, ""Z"": 177.8527832, ""col"": 250.63722339352415, ""row"": 1987.9295169971247}, {""X"": 266509.4744038018, ""Y"": 4691277.710432693, ""Z"": 177.83653259277344, ""col"": 516.0443581297848, ""row"": 2117.095828837101}, {""X"": 266509.62891069247, ""Y"": 4691276.975972404, ""Z"": 177.84921264648438, ""col"": 876.2813039316694, ""row"": 2243.9820069012753}, {""X"": 266509.69160914083, ""Y"": 4691276.646808798, ""Z"": 177.84927368164062, ""col"": 1082.1127504680626, ""row"": 2306.9707418844523}, {""X"": 266509.8966253398, ""Y"": 4691275.490838826, ""Z"": 177.84527587890625, ""col"": 1999.4295510628922, ""row"": 2483.303675349729}, {""X"": 266509.97688172647, ""Y"": 4691275.078794859, ""Z"": 177.8455352783203, ""col"": 2374.1334641224007, ""row"": 2510.7300625709995}, {""X"": 266510.1395, ""Y"": 4691274.289433937, ""Z"": 177.8450469970703, ""col"": 3099.8809735904206, ""row"": 2500.172702038891}, {""X"": 266510.1767275743, ""Y"": 4691274.035250555, ""Z"": 177.8474121, ""col"": 3303.7954899460424, ""row"": 2489.8311556961976}, {""X"": 266510.2944101951, ""Y"": 4691273.358341836, ""Z"": 177.83143615722656, ""col"": 3765.3565022798184, ""row"": 2410.810541673824}, {""X"": 266512.2223233464, ""Y"": 4691277.757849259, ""Z"": 177.84042358398438, ""col"": 761.5557063909664, ""row"": 183.23359235002198}, {""X"": 266512.5178, ""Y"": 4691275.886291082, ""Z"": 177.80995178222656, ""col"": 2172.3065934127326, ""row"": 43.82355111780737}, {""X"": 266512.8883974611, ""Y"": 4691274.161428193, ""Z"": 177.80633544921875, ""col"": 3699.9719043440114, ""row"": 169.59676629036085}, {""X"": 266512.46179203404, ""Y"": 4691278.468840773, ""Z"": 177.86984252929688, ""col"": 533.1742788996924, ""row"": 59.396783657922015}, {""X"": 266513.19863817515, ""Y"": 4691272.756741047, ""Z"": 177.81631469726562, ""col"": 4375.360853483567, ""row"": 378.93744655107673}]",266495,4691250,0,EPSG:26919
NVR3_N910A6_ch2_main,20251212,2325.630552000000,0,2269.708414000000,0,2328.019972000000,1204.404561000000,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,1.978874707,2.411110473,0.117867369,-32.5784925,-32.17116723,177.0984854,19.99008262,20,4512,2512,266510.319100000022,4691281.515999999829,0.0025,-0.0025,266510.319100000022,266518.622900000017,4691270.597644920461,4691281.515999999829,,,TRUE,pose-only,0,"[{""X"": 266512.3191, ""Y"": 4691278.730370877, ""Z"": 177.87030029296875, ""col"": 4314.923271678976, ""row"": 287.53490794937164}, {""X"": 266512.4636265041, ""Y"": 4691278.465884053, ""Z"": 177.86984252929688, ""col"": 4250.670104364342, ""row"": 288.9985709007023}, {""X"": 266513.4506847159, ""Y"": 4691272.810021565, ""Z"": 177.8712158203125, ""col"": 386.44868681626895, ""row"": 77.3309043243645}, {""X"": 266514.0833406914, ""Y"": 4691272.59764492, ""Z"": 177.83030700683594, ""col"": 171.80998599146818, ""row"": 499.48326426809155}, {""X"": 266514.93140262266, ""Y"": 4691272.822736967, ""Z"": 177.8383789, ""col"": 139.0123626139395, ""row"": 1112.5543093122178}, {""X"": 266515.0341203805, ""Y"": 4691279.516, ""Z"": 177.85406494140625, ""col"": 4378.982153533263, ""row"": 1951.1551090284077}, {""X"": 266515.10591591324, ""Y"": 4691279.064499957, ""Z"": 177.8524627685547, ""col"": 4263.954056288, ""row"": 2004.2162607295952}, {""X"": 266515.1948056205, ""Y"": 4691278.626910106, ""Z"": 177.85223388671875, ""col"": 4117.837881254722, ""row"": 2070.6844172652345}, {""X"": 266515.38967920945, ""Y"": 4691277.816685149, ""Z"": 177.8434600830078, ""col"": 3749.145248615849, ""row"": 2200.425775486528}, {""X"": 266515.4379994985, ""Y"": 4691277.568381611, ""Z"": 177.8506317138672, ""col"": 3610.032523695201, ""row"": 2233.5338674425175}, {""X"": 266515.68914410844, ""Y"": 4691276.571, ""Z"": 177.85232543945312, ""col"": 2853.4630465587134, ""row"": 2405.609024789848}, {""X"": 266515.7351307628, ""Y"": 4691276.395558025, ""Z"": 177.8512725830078, ""col"": 2701.835885405326, ""row"": 2420.036108508711}, {""X"": 266515.9357997998, ""Y"": 4691275.588740021, ""Z"": 177.85162353515625, ""col"": 1946.6632527380216, ""row"": 2471.4836780759965}, {""X"": 266516.1657330714, ""Y"": 4691274.618886256, ""Z"": 177.8497314453125, ""col"": 1118.028330602699, ""row"": 2422.3096668802277}, {""X"": 266516.2242615405, ""Y"": 4691274.434948472, ""Z"": 177.8549346923828, ""col"": 988.7396722942754, ""row"": 2414.5971849303974}, {""X"": 266516.5567, ""Y"": 4691273.149822042, ""Z"": 177.8506317138672, ""col"": 312.4206246230979, ""row"": 2251.4733205811085}, {""X"": 266516.6229, ""Y"": 4691272.907694892, ""Z"": 177.85243225097656, ""col"": 226.03788212662562, ""row"": 2221.8194733064984}, {""X"": 266512.8685482867, ""Y"": 4691278.099, ""Z"": 177.83688354492188, ""col"": 4145.066175844532, ""row"": 421.2331991137192}, {""X"": 266513.3292606812, ""Y"": 4691275.682784015, ""Z"": 177.81434631347656, ""col"": 2508.5029786827217, ""row"": 64.65096553947996}, {""X"": 266513.5655386544, ""Y"": 4691274.481817366, ""Z"": 177.8677520751953, ""col"": 1335.8281568598363, ""row"": 119.29545246344975}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch3_main,20251203,2325.630552000000,0,2269.708414000000,0,2328.019972000000,1204.404561000000,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,3.045272012,0.360316756,0.029557801,-28.68062536,48.35416181,177.1213447,17.27514962,13,4512,2512,266504.883900000015,4691292.972000000067,0.0025,-0.0025,,,,,3456,2197,TRUE,pose-only,2,"[{""X"": 266510.2508, ""Y"": 4691289.204, ""Z"": 177.8722687, ""col"": 2421.426182467754, ""row"": 1993.5719400206697}, {""X"": 266509.8992, ""Y"": 4691290.643, ""Z"": 177.8704376, ""col"": 2414.851234238966, ""row"": 877.8717444623978}, {""X"": 266513.0246, ""Y"": 4691289.237, ""Z"": 177.8548737, ""col"": 3944.6905105424225, ""row"": 2179.4360253432365}, {""X"": 266512.9814, ""Y"": 4691289.425, ""Z"": 177.8503876, ""col"": 3959.2508227697585, ""row"": 2075.7654118754826}, {""X"": 266512.8243, ""Y"": 4691290.434, ""Z"": 177.8519287, ""col"": 4037.9006359310406, ""row"": 1497.1457483102624}, {""X"": 266512.7668, ""Y"": 4691291.435, ""Z"": 177.8531342, ""col"": 4076.403333696438, ""row"": 927.9163612454165}, {""X"": 266512.6661, ""Y"": 4691292.472, ""Z"": 177.848465, ""col"": 4028.4756983137395, ""row"": 401.6883943722014}, {""X"": 266506.9933, ""Y"": 4691289.163, ""Z"": 177.8471985, ""col"": 455.70916500501676, ""row"": 1423.2089709275645}, {""X"": 266507.0535, ""Y"": 4691288.887, ""Z"": 177.8436127, ""col"": 464.2149578214148, ""row"": 1598.9891920742052}, {""X"": 266507.2994, ""Y"": 4691287.978, ""Z"": 177.8538513, ""col"": 532.3726283401705, ""row"": 2144.435035691507}, {""X"": 266506.6818, ""Y"": 4691290.348, ""Z"": 177.8506622, ""col"": 500.3776996545646, ""row"": 699.4097931915072}, {""X"": 266506.7484, ""Y"": 4691290.096, ""Z"": 177.8492432, ""col"": 479.85582285456456, ""row"": 849.8937034756591}, {""X"": 266505.3839, ""Y"": 4691290.085, ""Z"": 178.1680603, ""col"": 51.60484242058834, ""row"": 757.7422221012937}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch4_main,20251203,2325.630552000000,0,2269.708414000000,0,2328.019972000000,1204.404561000000,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,-3.112887058,-0.384482444,-0.006470557,-24.52306537,41.59669664,181.0204731,4.873175192,15,4512,2512,266500.724199999997,4691302.963999999687,0.0025,-0.0025,,,,,5535,4583,TRUE,pose-only,1,"[{""X"": 266508.4276, ""Y"": 4691298.125, ""Z"": 177.8688965, ""col"": 2880.4808429941845, ""row"": 580.8764826695972}, {""X"": 266508.7292, ""Y"": 4691296.627, ""Z"": 177.8638611, ""col"": 2830.521317998546, ""row"": 1716.0096199754123}, {""X"": 266511.5599, ""Y"": 4691297.882, ""Z"": 177.835556, ""col"": 4301.221168594495, ""row"": 1294.2872709739586}, {""X"": 266511.4389, ""Y"": 4691298.467, ""Z"": 177.8348083, ""col"": 4305.264709097402, ""row"": 975.6326237695971}, {""X"": 266511.3605, ""Y"": 4691298.94, ""Z"": 177.8356476, ""col"": 4291.057361581411, ""row"": 727.4492541695972}, {""X"": 266511.146, ""Y"": 4691299.964, ""Z"": 177.8355103, ""col"": 4206.489557743809, ""row"": 235.7361272166994}, {""X"": 266505.5369, ""Y"": 4691294.805, ""Z"": 177.8445587, ""col"": 658.1071055029075, ""row"": 2181.5026819841355}, {""X"": 266505.3487, ""Y"": 4691295.521, ""Z"": 177.8509827, ""col"": 584.1601588043613, ""row"": 1774.831866984135}, {""X"": 266505.15, ""Y"": 4691296.262, ""Z"": 177.8459625, ""col"": 543.3374274970924, ""row"": 1314.1877469812273}, {""X"": 266505.0978, ""Y"": 4691296.493, ""Z"": 177.8460541, ""col"": 542.6248622970925, ""row"": 1179.4231449855888}, {""X"": 266504.777, ""Y"": 4691297.682, ""Z"": 177.8538055, ""col"": 595.7751683, ""row"": 439.9384807826812}, {""X"": 266504.7716, ""Y"": 4691297.744, ""Z"": 177.8557892, ""col"": 600.9141908912774, ""row"": 399.23390728558877}, {""X"": 266503.7242, ""Y"": 4691297.655, ""Z"": 178.179657, ""col"": 195.9020658380602, ""row"": 381.4656488812275}, {""X"": 266504.0732, ""Y"": 4691295.95, ""Z"": 178.1605377, ""col"": 98.5191099762967, ""row"": 1317.8194029797737}, {""X"": 266504.4251, ""Y"": 4691294.508, ""Z"": 178.1682434, ""col"": 204.14208434969032, ""row"": 2099.4553919826817}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch5_main,20251120,2692.975854000000,0,2257.843196000000,0,2680.718683000000,1328.330264000000,0,0,1,-0.302779007,0.683157618,-0.902569254,0.39775163,3.119739931,0.242382307,0.020593663,-22.09381323,53.88888351,180.3732916,2.899113922,16,4512,2512,266499.096200000029,4691309.211000000127,0.0025,-0.0025,,,,,5769,4172,FALSE,,0,,266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch6_main,20251218,2325.630552000000,0,2269.708414000000,0,2328.019972000000,1204.404561000000,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,0.181307392,-3.135855304,-0.008003491,17.16048345,-57.36993311,180.5284118,13.41951604,10,4512,2512,266499.748003060056,4691312.437238082290,0.005,-0.005,266499.748003060056,266511.881893436541,4691304.187277685851,4691312.437238082290,,,TRUE,pose-only,0,"[{""X"": 266501.74800306006, ""Y"": 4691309.602016951, ""Z"": 177.8311309814453, ""col"": 4084.802189098924, ""row"": 2234.286202962552}, {""X"": 266501.8789169674, ""Y"": 4691309.082126688, ""Z"": 177.80763244628906, ""col"": 4129.89295026449, ""row"": 1988.4690305471836}, {""X"": 266502.35768782883, ""Y"": 4691307.189576521, ""Z"": 177.82162475585938, ""col"": 4121.697511618679, ""row"": 893.0295525631083}, {""X"": 266502.4950560096, ""Y"": 4691306.589097519, ""Z"": 177.8475799560547, ""col"": 4053.2438777696075, ""row"": 548.2577069035144}, {""X"": 266502.58728399023, ""Y"": 4691306.209510728, ""Z"": 177.8520050048828, ""col"": 4002.461721475643, ""row"": 333.71311315275875}, {""X"": 266508.99707833794, ""Y"": 4691310.437238082, ""Z"": 177.82882690429688, ""col"": 336.55848810625037, ""row"": 2159.393417819952}, {""X"": 266509.1271425124, ""Y"": 4691309.776927359, ""Z"": 177.8202362060547, ""col"": 250.7836450672491, ""row"": 1841.4703469713975}, {""X"": 266509.3594596038, ""Y"": 4691308.738566875, ""Z"": 177.83164978027344, ""col"": 177.4128480010558, ""row"": 1310.593370818182}, {""X"": 266509.6154, ""Y"": 4691307.455000676, ""Z"": 177.82772827148438, ""col"": 187.95424361865003, ""row"": 653.9105256090147}, {""X"": 266509.88189343654, ""Y"": 4691306.187277686, ""Z"": 177.82577514648438, ""col"": 288.45394409346284, ""row"": 95.68283865386104}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch7_main,20251203,2325.630552000000,0,2269.708414000000,0,2328.019972000000,1204.404561000000,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,3.062604891,0.41078927,0.135208977,-44.50780303,72.08977528,175.6922096,3.218942539,8,4512,2512,266501.881300000008,4691325.684999999590,0.0025,-0.0025,,,,,3877,3884,TRUE,pose-only,7,"[{""X"": 266506.9854, ""Y"": 4691320.939, ""Z"": 177.8209839, ""col"": 3372.788788664455, ""row"": 1432.7118266958682}, {""X"": 266508.0831, ""Y"": 4691321.217, ""Z"": 177.8337708, ""col"": 3803.9419292788493, ""row"": 1421.8646229319259}, {""X"": 266508.4489, ""Y"": 4691319.75, ""Z"": 177.8368988, ""col"": 3734.5226098990593, ""row"": 2120.9215855477737}, {""X"": 266508.5725, ""Y"": 4691319.205, ""Z"": 177.8306885, ""col"": 3679.917113515182, ""row"": 2345.0319793681015}, {""X"": 266507.2009, ""Y"": 4691319.359, ""Z"": 177.8435211, ""col"": 3235.148051081901, ""row"": 2252.646417254746}, {""X"": 266507.7169, ""Y"": 4691322.685, ""Z"": 177.8450775, ""col"": 3781.2945285163605, ""row"": 694.7130441847354}, {""X"": 266505.7036, ""Y"": 4691318.973, ""Z"": 177.78914, ""col"": 2435.3456539206218, ""row"": 2326.417163036508}, {""X"": 266504.8813, ""Y"": 4691320.916, ""Z"": 177.78577, ""col"": 2268.5080766644546, ""row"": 1137.371666167984}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
NVR3_N910A6_ch8_main,20251203,2325.630552000000,0,2269.708414000000,0,2328.019972000000,1204.404561000000,0,0,1,-0.006240516,0.064929383,-0.194182912,0.096567304,-3.083055038,-0.297756315,-0.285770306,-50.18099846,59.41415357,178.607657,26.9369717,5,4512,2512,266492.699800000002,4691323.083999999799,0.0025,-0.0025,,,,,7063,3302,TRUE,pose-only,6,"[{""X"": 266497.8059, ""Y"": 4691318.595, ""Z"": 177.8340912, ""col"": 871.7856889079011, ""row"": 1887.1339020286125}, {""X"": 266498.1596, ""Y"": 4691317.831, ""Z"": 177.8373108, ""col"": 1042.2469897080787, ""row"": 2301.977905843083}, {""X"": 266495.6998, ""Y"": 4691320.084, ""Z"": 177.8320923, ""col"": 153.6295496993501, ""row"": 882.0311133652194}, {""X"": 266507.3553, ""Y"": 4691318.645, ""Z"": 177.845932, ""col"": 4268.2482842713325, ""row"": 2060.0190537780168}, {""X"": 266499.1368, ""Y"": 4691318.38, ""Z"": 177.78679, ""col"": 1578.3405708539915, ""row"": 2162.37067041131}]",266495.000000000000,4691250.000000000000,0,EPSG:26919
