camera_id,calibration_date,fx,skew,cx,s,fy,cy,K_20,K_21,K_22,k1,k2,k3,k4,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,rms,n_gcps,image_width,image_height,geotransform_x_min,geotransform_y_max,geotransform_pixel_width,geotransform_pixel_height,output_width,output_height,recalibrated,recalibration_mode,gcps_skipped,gcp_pixel_coords,local_origin_x,local_origin_y,local_origin_z,model_crs
NVR2_N910A6_ch3_main,20251120,2735.473211428635,0.000000000000,2293.533472115043,0.000000000000,2733.121819800006,1186.686008207987,0.000000000000,0.000000000000,1.000000000000,0.228354800000,-1.822466868000,3.267245108000,-1.963255523000,3.097548029000,0.322656216000,0.085753660000,-32.814649570000,49.025484330000,180.307030100000,2.598886037000,20,4512,2512,266502.548300000024,4691301.946000000462,0.002500000000,-0.002500000000,3880,2600,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR2_N910A6_ch4_main,20251120,2733.035118456549,0.000000000000,2226.420972325876,0.000000000000,2739.518912685204,1251.397788004392,0.000000000000,0.000000000000,1.000000000000,0.027536792000,-0.658159106000,1.170410694000,-0.781955243000,3.081076633000,0.327985660000,-0.116894506000,-9.690765625000,57.474205050000,181.382900600000,1.992449478000,19,4512,2512,266501.912200000021,4691305.600999999791,0.002500000000,-0.002500000000,3842,2307,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR2_N910A6_ch5_main,20251120,2522.876547336663,0.000000000000,2187.337652384962,0.000000000000,2519.917403817923,1203.151450086752,0.000000000000,0.000000000000,1.000000000000,0.008956668000,-0.317070307000,0.438093762000,-0.233145304000,-3.048056945000,-0.413000754000,-0.051345647000,-29.969962390000,38.322688550000,184.818157300000,2.348654361000,21,4512,2512,266501.270299999975,4691309.457999999635,0.002500000000,-0.002500000000,3783,3182,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR2_N910A6_ch6_main,20251202,2433.008291224951,0.000000000000,2218.018989172640,0.000000000000,2438.840770857227,1292.648982869380,0.000000000000,0.000000000000,1.000000000000,0.218809796000,-0.794599846000,0.876740287000,-0.370570294000,3.064179673176,0.392485300126,-0.072532633904,-17.158429630717,65.864329132663,179.668307250520,3.072651841272,13,4512,2512,266499.655399999989,4691313.810999999754,0.002500000000,-0.002500000000,4080,2855,True,pose-only,4,"[{""X"": 266501.3853, ""Y"": 4691308.021, ""Z"": 178.1557617, ""col"": 594.8543792483283, ""row"": 1878.0009304329901}, {""X"": 266502.334, ""Y"": 4691307.173, ""Z"": 177.8474884, ""col"": 961.7491746765721, ""row"": 2359.525103523875}, {""X"": 266501.7253, ""Y"": 4691309.585, ""Z"": 177.8486938, ""col"": 903.7344042166321, ""row"": 1203.2441382012937}, {""X"": 266500.1554, ""Y"": 4691310.584, ""Z"": 178.1695557, ""col"": 491.894935627569, ""row"": 615.2399855220528}, {""X"": 266501.4514, ""Y"": 4691310.534, ""Z"": 177.8434448, ""col"": 932.7951229641762, ""row"": 737.9044549171417}, {""X"": 266501.259, ""Y"": 4691311.14, ""Z"": 177.8433685, ""col"": 957.127175127569, ""row"": 466.67836179035675}, {""X"": 266501.1665, ""Y"": 4691311.336, ""Z"": 177.8496094, ""col"": 961.3809081800247, ""row"": 386.46882513790104}, {""X"": 266509.3573, ""Y"": 4691308.732, ""Z"": 177.8316498, ""col"": 4033.1876416359905, ""row"": 2334.426198931947}, {""X"": 266509.0126, ""Y"": 4691310.436, ""Z"": 177.8288269, ""col"": 4156.73456660681, ""row"": 1648.9501972012936}, {""X"": 266501.7341, ""Y"": 4691311.958, ""Z"": 177.79637, ""col"": 1267.0693437513432, ""row"": 171.87273762785202}, {""X"": 266508.4525, ""Y"": 4691313.311, ""Z"": 177.83415, ""col"": 4086.9776166068095, ""row"": 464.49453812205303}, {""X"": 266508.848, ""Y"": 4691311.297, ""Z"": 177.82462, ""col"": 4171.3661762226575, ""row"": 1269.7431478171418}, {""X"": 266507.4666, ""Y"": 4691312.875, ""Z"": 177.7834, ""col"": 3818.9237979909617, ""row"": 462.0708306171417}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR2_N910A6_ch7_main,20251120,2868.122470289912,0.000000000000,2293.952570162549,0.000000000000,2848.333220404932,1249.534058236438,0.000000000000,0.000000000000,1.000000000000,-0.345459401000,0.631734655000,-0.809642232000,0.357367175000,-3.112362907000,-0.357310499000,0.109616692000,-9.898788624000,59.918884290000,183.793010100000,2.288363137000,20,4512,2512,266496.918699999980,4691316.923000000417,0.002500000000,-0.002500000000,4972,2756,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR2_N910A6_ch8_main,20251120,2963.259274043411,0.000000000000,2233.575664241224,0.000000000000,2970.993227951594,1302.538421841920,0.000000000000,0.000000000000,1.000000000000,0.264636101000,-1.872670917000,2.818774872000,-1.466720432000,3.028197663000,0.253533010000,0.102793377000,-32.670615240000,81.524730510000,174.185625100000,2.183327057000,16,4512,2512,266497.302700000000,4691321.711000000127,0.002500000000,-0.002500000000,4810,2827,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch1_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,3.030495109784,0.355950918178,0.055611797176,-31.647280570483,35.761743835594,176.430716223895,10.578779059619,14,4512,2512,266509.415600000008,4691278.296000000089,0.002500000000,-0.002500000000,2927,2178,True,pose-only,0,"[{""X"": 266512.8815, ""Y"": 4691275.932, ""Z"": 177.8614807, ""col"": 2258.227800692076, ""row"": 927.1885394379011}, {""X"": 266512.7576, ""Y"": 4691276.803, ""Z"": 177.8608704, ""col"": 2342.5740260714238, ""row"": 152.3781211979142}, {""X"": 266516.234, ""Y"": 4691274.422, ""Z"": 177.8549347, ""col"": 4112.869537875833, ""row"": 2466.280953250434}, {""X"": 266516.1826, ""Y"": 4691274.601, ""Z"": 177.853302, ""col"": 4138.184142139961, ""row"": 2365.3417304592354}, {""X"": 266515.9343, ""Y"": 4691275.585, ""Z"": 177.8504791, ""col"": 4248.108574180024, ""row"": 1737.8420306646865}, {""X"": 266515.7376, ""Y"": 4691276.401, ""Z"": 177.8522797, ""col"": 4251.9633059483285, ""row"": 1162.6294845854457}, {""X"": 266515.7017, ""Y"": 4691276.568, ""Z"": 177.8525848, ""col"": 4246.092826295873, ""row"": 1041.8825899695973}, {""X"": 266515.4369, ""Y"": 4691277.566, ""Z"": 177.8506317, ""col"": 4117.883895923773, ""row"": 377.0397165695974}, {""X"": 266515.3925, ""Y"": 4691277.796, ""Z"": 177.8348389, ""col"": 4083.354885865123, ""row"": 240.3579191491155}, {""X"": 266509.9156, ""Y"": 4691275.505, ""Z"": 177.8455963, ""col"": 158.2151733536744, ""row"": 829.9350287695975}, {""X"": 266509.9917, ""Y"": 4691275.073, ""Z"": 177.8455353, ""col"": 119.36444678157426, ""row"": 1120.8218407379009}, {""X"": 266510.1451, ""Y"": 4691274.282, ""Z"": 177.845047, ""col"": 111.08813230835926, ""row"": 1690.0916803537493}, {""X"": 266510.1936, ""Y"": 4691274.019, ""Z"": 177.8467865, ""col"": 121.40705783157426, ""row"": 1858.4301890488382}, {""X"": 266510.3099, ""Y"": 4691273.349, ""Z"": 177.8486786, ""col"": 194.5015743135084, ""row"": 2280.282319562712}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch2_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,-3.104141503626,-0.412917675215,-0.055925498809,-30.431470752771,24.740169497732,179.457151050168,12.607316400702,15,4512,2512,266508.004799999995,4691285.765999999829,0.002500000000,-0.002500000000,2811,2254,True,pose-only,0,"[{""X"": 266511.3569, ""Y"": 4691282.628, ""Z"": 177.9017181, ""col"": 2218.375080692076, ""row"": 1251.133004817142}, {""X"": 266511.5258, ""Y"": 4691283.223, ""Z"": 177.8736267, ""col"": 2554.9755658445315, ""row"": 686.2097980597749}, {""X"": 266511.3926, ""Y"": 4691283.427, ""Z"": 177.8731842, ""col"": 2472.065983692076, ""row"": 458.92986284392686}, {""X"": 266511.8139, ""Y"": 4691281.724, ""Z"": 177.8710785, ""col"": 2419.288382318873, ""row"": 2243.5138630889605}, {""X"": 266511.8437, ""Y"": 4691281.788, ""Z"": 177.8701172, ""col"": 2470.6750508445316, ""row"": 2193.20730843299}, {""X"": 266514.3458, ""Y"": 4691283.0, ""Z"": 177.8590546, ""col"": 4321.226225540073, ""row"": 1539.3284554329898}, {""X"": 266514.2321, ""Y"": 4691283.552, ""Z"": 177.853775, ""col"": 4344.975570954807, ""row"": 1140.0230689695973}, {""X"": 266513.9551, ""Y"": 4691284.955, ""Z"": 177.8479614, ""col"": 4228.65845998324, ""row"": 213.4937641447317}, {""X"": 266513.8956, ""Y"": 4691285.266, ""Z"": 177.8492126, ""col"": 4181.668831681069, ""row"": 53.03284172639769}, {""X"": 266508.805, ""Y"": 4691281.34, ""Z"": 177.8533936, ""col"": 176.7719920001045, ""row"": 1665.638011664686}, {""X"": 266508.7847, ""Y"": 4691281.484, ""Z"": 177.8551331, ""col"": 170.93831987934516, ""row"": 1565.5787995854457}, {""X"": 266508.9371, ""Y"": 4691280.629, ""Z"": 177.8518982, ""col"": 244.05139042354568, ""row"": 2140.5279485854458}, {""X"": 266508.6469, ""Y"": 4691282.228, ""Z"": 177.8583984, ""col"": 181.24929305256006, ""row"": 1002.0915402805342}, {""X"": 266508.5048, ""Y"": 4691282.97, ""Z"": 177.8580322, ""col"": 271.3810599907351, ""row"": 458.8730666854455}, {""X"": 266514.534, ""Y"": 4691282.062, ""Z"": 177.8560181, ""col"": 4194.341874307925, ""row"": 2177.1802245854456}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch3_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,3.043270750877,0.359765416344,0.032428535350,-29.040087297881,48.680211036791,176.979380826869,20.619176146320,15,4512,2512,266504.580299999972,4691292.972000000067,0.002500000000,-0.002500000000,3577,2197,True,pose-only,0,"[{""X"": 266510.2508, ""Y"": 4691289.204, ""Z"": 177.8722687, ""col"": 2422.412213692076, ""row"": 2000.0253879695977}, {""X"": 266509.8992, ""Y"": 4691290.643, ""Z"": 177.8704376, ""col"": 2411.7751539237725, ""row"": 886.3815310329899}, {""X"": 266513.0246, ""Y"": 4691289.237, ""Z"": 177.8548737, ""col"": 3939.6002296920756, ""row"": 2182.45100543299}, {""X"": 266512.9814, ""Y"": 4691289.425, ""Z"": 177.8503876, ""col"": 3957.5568716920766, ""row"": 2079.4798842012938}, {""X"": 266512.8243, ""Y"": 4691290.434, ""Z"": 177.8519287, ""col"": 4034.4874509237725, ""row"": 1502.4993922012936}, {""X"": 266512.7877, ""Y"": 4691290.96, ""Z"": 177.8542328, ""col"": 4063.7721599237725, ""row"": 1199.066297201294}, {""X"": 266512.7668, ""Y"": 4691291.435, ""Z"": 177.8531342, ""col"": 4073.0070039237726, ""row"": 931.2558046012937}, {""X"": 266512.6661, ""Y"": 4691292.472, ""Z"": 177.848465, ""col"": 4025.0709409237725, ""row"": 410.42151280129355}, {""X"": 266506.9933, ""Y"": 4691289.163, ""Z"": 177.8471985, ""col"": 456.4002296237724, ""row"": 1428.5541872012936}, {""X"": 266507.0535, ""Y"": 4691288.887, ""Z"": 177.8436127, ""col"": 464.2570959079243, ""row"": 1603.69390943299}, {""X"": 266507.2994, ""Y"": 4691287.978, ""Z"": 177.8538513, ""col"": 531.7237018079243, ""row"": 2149.13132543299}, {""X"": 266506.6818, ""Y"": 4691290.348, ""Z"": 177.8506622, ""col"": 501.7598288920762, ""row"": 704.10608293299}, {""X"": 266506.7484, ""Y"": 4691290.096, ""Z"": 177.8492432, ""col"": 481.2379520920761, ""row"": 854.5899932171419}, {""X"": 266505.3839, ""Y"": 4691290.085, ""Z"": 178.1680603, ""col"": 52.9532611888921, ""row"": 761.7874784062049}, {""X"": 266505.0803, ""Y"": 4691291.467, ""Z"": 178.1764679, ""col"": 232.5594576720443, ""row"": 128.46740246150472}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch4_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,-3.110900881000,-0.386169067000,-0.006273666000,-24.514354760000,41.253983030000,181.099469600000,2.779608618000,16,4512,2512,266503.224199999997,4691300.463999999687,0.002500000000,-0.002500000000,3613,2582,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch5_main,20251120,2692.975853704583,0.000000000000,2257.843195559608,0.000000000000,2680.718683307802,1328.330264304007,0.000000000000,0.000000000000,1.000000000000,-0.302779007000,0.683157618000,-0.902569254000,0.397751630000,3.119739931000,0.242382307000,0.020593663000,-22.093813230000,53.888883510000,180.373291600000,2.899113922000,16,4512,2512,266501.596200000029,4691306.711000000127,0.002500000000,-0.002500000000,3769,2171,False,,0,,266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch6_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,3.130223755364,0.232971972675,0.120284727541,-31.736240614060,58.516320029872,179.250090587079,14.633148404902,16,4512,2512,266500.092200000014,4691313.940999999642,0.002500000000,-0.002500000000,3830,1937,True,pose-only,0,"[{""X"": 266501.7105, ""Y"": 4691309.598, ""Z"": 177.8488922, ""col"": 595.0177895079242, ""row"": 2142.802802201294}, {""X"": 266501.4516, ""Y"": 4691310.531, ""Z"": 177.8434448, ""col"": 453.4872388920762, ""row"": 1550.7495009695974}, {""X"": 266501.2428, ""Y"": 4691311.183, ""Z"": 177.8462067, ""col"": 392.30876655546865, ""row"": 1151.7791159695973}, {""X"": 266501.1598, ""Y"": 4691311.339, ""Z"": 177.8496094, ""col"": 375.0537793920762, ""row"": 1034.1291517379009}, {""X"": 266500.5922, ""Y"": 4691312.535, ""Z"": 177.8579102, ""col"": 321.71419890792424, ""row"": 337.77635985374917}, {""X"": 266508.4115, ""Y"": 4691313.441, ""Z"": 177.8342896, ""col"": 4312.742016119315, ""row"": 601.666542653749}, {""X"": 266508.608, ""Y"": 4691312.461, ""Z"": 177.8310242, ""col"": 4365.316170717085, ""row"": 1063.4889227379012}, {""X"": 266508.7143, ""Y"": 4691311.945, ""Z"": 177.825943, ""col"": 4371.4717600219965, ""row"": 1304.8371599695972}, {""X"": 266508.8418, ""Y"": 4691311.318, ""Z"": 177.8257751, ""col"": 4356.5250839121745, ""row"": 1596.2721148171418}, {""X"": 266509.0162, ""Y"": 4691310.433, ""Z"": 177.8282471, ""col"": 4300.670896046099, ""row"": 1983.5203335854458}, {""X"": 266503.7191, ""Y"": 4691310.807, ""Z"": 177.77689, ""col"": 1840.9881939237725, ""row"": 1654.2924714329897}, {""X"": 266506.2447, ""Y"": 4691310.827, ""Z"": 177.77206, ""col"": 3496.3387616128357, ""row"": 1811.1880619695976}, {""X"": 266505.6288, ""Y"": 4691312.549, ""Z"": 177.77016, ""col"": 3314.998068076228, ""row"": 639.0459491329899}, {""X"": 266501.7313, ""Y"": 4691311.955, ""Z"": 177.79637, ""col"": 686.944520387165, ""row"": 674.1937959171418}, {""X"": 266509.1681, ""Y"": 4691309.761, ""Z"": 177.83446, ""col"": 4239.725933632799, ""row"": 2239.6032905110715}, {""X"": 266507.4668, ""Y"": 4691312.872, ""Z"": 177.7834, ""col"": 4093.9355656920757, ""row"": 724.2344482062049}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch7_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,3.067860996124,0.405783447060,0.122386138105,-42.709068481235,71.746174599819,176.304287745056,15.764913994292,12,4512,2512,266499.908799999976,4691323.184999999590,0.002500000000,-0.002500000000,3665,2365,True,pose-only,3,"[{""X"": 266506.9854, ""Y"": 4691320.939, ""Z"": 177.8209839, ""col"": 3385.7588916920768, ""row"": 1439.405461737901}, {""X"": 266508.0831, ""Y"": 4691321.217, ""Z"": 177.8337708, ""col"": 3817.594669307924, ""row"": 1426.5103469695973}, {""X"": 266508.4489, ""Y"": 4691319.75, ""Z"": 177.8368988, ""col"": 3746.127438923773, ""row"": 2125.5673095854454}, {""X"": 266508.5725, ""Y"": 4691319.205, ""Z"": 177.8306885, ""col"": 3690.968402571189, ""row"": 2349.453851441558}, {""X"": 266507.2009, ""Y"": 4691319.359, ""Z"": 177.8435211, ""col"": 3248.3907438115657, ""row"": 2257.733752179838}, {""X"": 266507.7169, ""Y"": 4691322.685, ""Z"": 177.8450775, ""col"": 3792.2167205396204, ""row"": 694.5803092122305}, {""X"": 266505.7036, ""Y"": 4691318.973, ""Z"": 177.78914, ""col"": 2450.798115481765, ""row"": 2326.9337413514945}, {""X"": 266504.8813, ""Y"": 4691320.916, ""Z"": 177.78577, ""col"": 2281.478179692076, ""row"": 1139.969479201294}, {""X"": 266502.2445, ""Y"": 4691321.44, ""Z"": 177.76695, ""col"": 960.6621480603795, ""row"": 512.3914786854455}, {""X"": 266503.8779, ""Y"": 4691318.997, ""Z"": 177.76917, ""col"": 1442.551829076228, ""row"": 2068.805426201294}, {""X"": 266501.4985, ""Y"": 4691317.772, ""Z"": 177.76749, ""col"": 407.6052786079243, ""row"": 2178.995281585446}, {""X"": 266500.4088, ""Y"": 4691321.455, ""Z"": 177.76558, ""col"": 362.6197585445318, ""row"": 424.06263926959735}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
NVR3_N910A6_ch8_main,20251120,2325.630552280634,0.000000000000,2269.708413749620,0.000000000000,2328.019972255598,1204.404560936727,0.000000000000,0.000000000000,1.000000000000,-0.006240516000,0.064929383000,-0.194182912000,0.096567304000,-3.076663782230,-0.293433048016,-0.240243183995,-44.876458801210,58.031807222126,180.405547351179,375.649447162063,10,4512,2512,266495.199800000002,4691321.949000000022,0.002500000000,-0.002500000000,5062,1847,True,pose-only,1,"[{""X"": 266497.8059, ""Y"": 4691318.595, ""Z"": 177.8340912, ""col"": 903.869627976228, ""row"": 1883.5879820488385}, {""X"": 266498.1596, ""Y"": 4691317.831, ""Z"": 177.8373108, ""col"": 1072.059929623967, ""row"": 2298.1976880073325}, {""X"": 266506.9827, ""Y"": 4691320.941, ""Z"": 177.8082428, ""col"": 4412.685007046552, ""row"": 1376.397608054864}, {""X"": 266495.6998, ""Y"": 4691320.084, ""Z"": 177.8320923, ""col"": 182.0141717708638, ""row"": 878.4851933854457}, {""X"": 266507.3553, ""Y"": 4691318.645, ""Z"": 177.845932, ""col"": 4291.729992472884, ""row"": 2065.3474148171417}, {""X"": 266499.1368, ""Y"": 4691318.38, ""Z"": 177.78679, ""col"": 1611.1071469237725, ""row"": 2159.50738743299}, {""X"": 266505.6966, ""Y"": 4691318.989, ""Z"": 177.79285, ""col"": 4118.059230307925, ""row"": 1991.330625201294}, {""X"": 266503.8713, ""Y"": 4691319.002, ""Z"": 177.7679, ""col"": 3756.879988692076, ""row"": 2011.3749513537496}, {""X"": 266504.8844, ""Y"": 4691320.91, ""Z"": 177.78577, ""col"": 3487.1501775396205, ""row"": 819.4767481963825}, {""X"": 266502.2423, ""Y"": 4691321.449, ""Z"": 177.76695, ""col"": 2656.748693076228, ""row"": 562.7620793537492}]",266495.000000000000,4691250.000000000000,0.000000000000,EPSG:26919
